Generation	Fitness	Shooting fitness	Aiming fitness	Shots	Misses	Wrong reloads
91	73.134649	19.000001	54.134648	600	562	0
92	80.659460	40.000001	40.659459	600	520	0
93	65.398943	0.000000	65.398943	1	1	31
94	70.689003	25.000000	45.689003	600	550	0
95	73.600415	30.000000	43.600415	510	450	23
96	65.989804	0.000000	65.989804	0	0	41
97	70.547993	25.000000	45.547993	600	550	0
98	71.989506	20.000000	51.989506	299	259	60
99	92.247311	47.500000	44.747311	600	505	0
100	106.048198	51.499999	54.548199	600	497	0
101	126.280845	76.499999	49.780846	600	447	0
102	128.064488	76.499998	51.564490	600	447	0
103	119.169598	73.000000	46.169598	600	454	0
104	118.272454	72.499999	45.772455	600	455	0
105	123.373107	76.500000	46.873107	600	447	0
106	130.146528	79.499999	50.646530	600	441	0
107	123.779738	80.500001	43.279737	600	439	0
108	121.775758	67.000000	54.775758	600	466	0
109	142.984210	89.999999	52.984211	600	420	0
110	158.678757	115.000001	43.678756	600	370	0
111	137.441553	86.999999	50.441555	600	426	0
112	144.950636	92.000000	52.950637	600	416	0
113	145.297621	96.000000	49.297620	600	408	0
114	144.739258	93.499998	51.239260	600	413	0
115	153.540738	101.500001	52.040737	600	397	0
116	157.010805	102.999999	54.010806	600	394	0
117	143.002913	90.500001	52.502912	600	419	0
118	150.046317	105.500000	44.546317	600	389	0
119	152.366178	102.499999	49.866179	600	395	0
120	146.729586	100.500001	46.229585	600	399	0
121	139.298513	87.000000	52.298514	600	426	0
122	135.952134	85.500001	50.452133	600	429	0
123	143.728941	101.000001	42.728940	600	398	0
124	139.758888	98.500000	41.258888	600	403	0
125	134.218124	87.500000	46.718124	600	425	0
126	154.323556	107.500001	46.823555	600	385	0
127	160.708850	114.999999	45.708850	600	370	0
128	146.399964	95.500000	50.899965	600	409	0
129	146.961993	101.000000	45.961993	600	398	0
130	141.061836	104.500000	36.561836	600	391	0
131	142.321015	94.000001	48.321014	600	412	0
132	174.071334	117.999999	56.071334	600	364	0
133	174.127600	118.499998	55.627602	600	363	0
134	196.884901	145.500000	51.384901	600	309	0
135	208.073285	150.500000	57.573285	600	299	0
136	212.813615	159.500002	53.313613	600	281	0
137	208.058091	152.500003	55.558087	600	295	0
138	206.005563	149.000002	57.005561	600	302	0
139	221.482112	169.000000	52.482111	600	262	0
140	203.449639	145.999999	57.449640	600	308	0
141	207.951921	150.500003	57.451918	600	299	0
142	217.921486	158.999999	58.921487	600	282	0
143	221.333527	166.000000	55.333527	600	268	0
144	213.449076	155.999999	57.449076	600	288	0
145	214.332316	156.500002	57.832314	600	287	0
146	205.122813	160.000000	45.122813	600	280	0
147	214.269160	158.000002	56.269159	600	284	0
148	224.413256	170.000000	54.413256	600	260	0
149	221.293238	167.000000	54.293238	600	266	0
150	216.415219	157.499999	58.915220	600	285	0
151	232.298233	170.499998	61.798235	600	259	0
152	202.378077	149.500001	52.878076	600	301	0
153	209.480181	158.000001	51.480180	600	284	0
154	235.175072	175.999998	59.175073	600	248	0
155	217.060002	158.500001	58.560001	600	283	0
156	221.207679	161.499999	59.707681	600	277	0
157	209.198648	152.000002	57.198646	600	296	0
158	215.157267	164.500000	50.657267	600	271	0
159	218.021888	164.000001	54.021887	600	272	0
160	216.875930	160.500001	56.375929	600	279	0
161	220.941204	164.500000	56.441204	600	271	0
162	222.825690	166.499998	56.325692	600	267	0
163	218.409626	167.000001	51.409625	600	266	0
164	219.054192	165.000000	54.054192	600	270	0
165	235.635075	176.500000	59.135075	600	247	0
166	218.226292	160.500000	57.726292	600	279	0
167	226.977152	168.500001	58.477151	600	263	0
168	231.494651	170.500000	60.994651	600	259	0
169	248.689383	189.500000	59.189384	600	221	0
170	240.547516	183.499997	57.047518	600	233	0
171	242.057730	186.000001	56.057729	600	228	0
172	234.781159	183.000000	51.781159	600	234	0
173	228.297139	172.000000	56.297140	600	256	0
174	237.671243	181.500001	56.171242	600	237	0
175	237.530215	183.500000	54.030215	600	233	0
176	261.735171	199.500000	62.235172	600	201	0
177	241.159581	184.500000	56.659581	600	231	0
178	244.276301	194.000001	50.276299	600	212	0
179	235.711551	180.499997	55.211554	600	239	0
180	238.893685	181.000003	57.893682	600	238	0
181	244.767762	189.499999	55.267763	600	221	0
182	242.724748	178.999999	63.724749	600	242	0
183	253.404849	190.999999	62.404851	600	218	0
184	245.864721	188.499997	57.364724	600	223	0
185	250.966700	186.500003	64.466697	600	227	0
186	258.470663	192.000000	66.470663	600	216	0
187	255.129056	192.500001	62.629055	600	215	0
188	256.403059	197.000001	59.403057	600	206	0
189	270.081923	206.999998	63.081925	600	186	0
190	272.170306	207.000006	65.170300	600	186	0
191	284.012813	219.500002	64.512811	600	161	0
192	300.878085	239.499998	61.378086	714	235	0
193	314.918147	257.000002	57.918145	749	235	18
194	305.709410	255.499999	50.209411	693	182	32
195	299.673764	238.499997	61.173767	798	321	0
196	299.264262	244.500000	54.764262	715	226	24
197	302.891540	242.500000	60.391539	682	197	19
198	312.521530	253.500002	59.021528	799	292	0
199	300.763542	233.000000	67.763542	700	234	0
200	300.779601	241.500001	59.279599	708	225	20
201	340.420869	283.000001	57.420868	931	365	0
202	308.378749	248.499998	59.878751	786	289	0
203	315.739742	256.000003	59.739739	769	257	9
204	337.155014	275.499999	61.655015	830	279	0
205	346.853254	288.499999	58.353255	902	325	2
206	353.895113	292.000003	61.895110	892	308	0
207	360.601854	303.499999	57.101855	746	139	10
