Generation	Fitness	ShootingFitness	AimingFitness	Shots	Misses	WrongReloads
162	131.677703	77.500001	54.177702	595	440	25
163	128.381827	80.500002	47.881826	545	384	50
164	130.363388	79.000000	51.363387	551	393	38
165	131.648150	80.000001	51.648149	532	372	50
166	138.175864	86.999999	51.175865	620	446	45
167	135.813135	83.000000	52.813135	567	401	44
168	129.713851	70.000001	59.713850	460	320	56
169	128.719866	72.999998	55.719868	502	356	35
170	158.956886	106.500000	52.456886	626	413	0
171	180.647819	136.499999	44.147819	799	526	4
172	203.383947	154.500000	48.883946	880	571	1
173	197.567351	151.500001	46.067351	853	550	2
174	177.747106	130.500000	47.247106	888	627	4
175	199.211490	148.500000	50.711490	876	579	4
176	188.599935	146.999999	41.599936	833	539	1
177	188.531712	139.999998	48.531714	713	433	7
178	217.819219	168.499999	49.319220	809	472	3
179	184.952178	134.499998	50.452180	819	550	3
180	197.832487	153.500000	44.332487	864	557	1
181	208.288182	162.000001	46.288181	805	481	3
182	233.925530	187.500001	46.425529	907	532	3
183	217.592112	167.499998	50.092114	895	560	1
184	221.961019	173.000001	48.961018	869	523	4
185	210.948614	167.499998	43.448616	866	531	1
186	267.832981	217.000000	50.832981	927	493	4
187	237.964314	192.000001	45.964313	893	509	2
